dmel	dana	dvir	dpse	dsec	dwil	dper	dyak	dsim	dere	dgri	dmoj
dmel-FBgn0051407	dana-FBgn0144810	dvir-FBgn0094159	dpse-FBgn0210004	dsec-FBgn0076250	dwil-FBgn0181048	dper-FBgn0213905	dyak-FBgn0164865	dsim-FBgn0241817	dere-FBgn0192208	dgri-FBgn0109536	dmoj-FBgn0125410
dmel-FBgn0051410	dana-FBgn0145863	dvir-FBgn0094873	dpse-FBgn0094872	dsec-FBgn0076251	dwil-FBgn0178719	dper-FBgn0212885	dyak-FBgn0212886	dsim-FBgn0164783	dere-FBgn0243048	dgri-FBgn0190183	dmoj-FBgn0109551
dmel-FBgn0051413	dana-FBgn0181565	dvir-FBgn0181374	dpse-FBgn0228251	dsec-FBgn0192484	dwil-FBgn0103520		dyak-GE10385	dsim-GD21029	dere-GG11219		
dmel-FBgn0051414	dana-FBgn0145510	dvir-FBgn0093276	dpse-FBgn0209889	dsec-FBgn0248351	dwil-FBgn0181375	dper-FBgn0224375	dyak-FBgn0151260	dsim-FBgn0228252	dere-FBgn0192485	dgri-FBgn0103521	dmoj-FBgn0124928
dmel-FBgn0051418	dana-FBgn0147498	dvir-FBgn0095159	dpse-FBgn0274156	dsec-FBgn0211506	dwil-FBgn0248007	dper-FBgn0170140	dyak-FBgn0170141	dsim-FBgn0213650	dere-FBgn0161153	dgri-FBgn0228001	dmoj-FBgn0228003
dmel-FBgn0051419	dana-FBgn0147498	dvir-FBgn0095159	dpse-FBgn0274156	dsec-FBgn0211506	dwil-FBgn0248007	dper-FBgn0170140	dyak-FBgn0170141	dsim-FBgn0213650	dere-FBgn0161153	dgri-FBgn0228001	dmoj-FBgn0228003
dmel-FBgn0051423	dana-FBgn0095088	dvir-FBgn0076260	dpse-FBgn0178533	dsec-FBgn0220977	dwil-FBgn0241196	dper-FBgn0190002	dyak-FBgn0104827	dsim-GD18479	dere-GG12539		
dmel-FBgn0051424	dana-FBgn0091586	dvir-FBgn0174275	dpse-FBgn0241198	dsec-FBgn0189501			dyak-GE24059	dsim-GD17955			
dmel-FBgn0051431	dana-FBgn0144917	dvir-FBgn0095067	dpse-FBgn0211387	dsec-FBgn0076265	dwil-FBgn0181232	dper-FBgn0216236	dyak-FBgn0161388	dsim-FBgn0228120	dere-FBgn0192361	dgri-FBgn0103388	dmoj-FBgn0123783
dmel-FBgn0051436	dana-FBgn0132950	dvir-FBgn0094584	dpse-FBgn0094582	dsec-FBgn0094583	dwil-FBgn0094585	dper-FBgn0094586	dyak-FBgn0210572	dsim-FBgn0210571	dere-FBgn0076266	dgri-FBgn0247752	dmoj-FBgn0247751
dmel-FBgn0051437	dana-FBgn0132956	dvir-FBgn0093953	dpse-FBgn0210576	dsec-FBgn0076267	dwil-FBgn0172752	dper-FBgn0213104	dyak-FBgn0149708	dsim-FBgn0240773	dere-FBgn0192667	dgri-FBgn0103704	dmoj-FBgn0125702
dmel-FBgn0051438	dana-FBgn0165374	dvir-FBgn0242794	dpse-FBgn0242792	dsec-FBgn0190925			dyak-GE25737; GE25735	dsim-GD19426			
dmel-FBgn0051439	dana-FBgn0273735	dvir-FBgn0228541	dpse-FBgn0269691				dyak-GE10695	dsim-GD28401			
dmel-FBgn0051441	dana-FBgn0147337	dvir-FBgn0209673	dpse-FBgn0178796	dsec-FBgn0215993	dwil-FBgn0243124	dper-FBgn0192139	dyak-FBgn0110252	dsim-FBgn0129837	dere-GG18034	dgri-GH22379	dmoj-GI24615
dmel-FBgn0051445	dana-FBgn0167186	dvir-FBgn0228321	dpse-FBgn0189409	dsec-FBgn0104315			dyak-GE10460	dsim-GD17862	dere-GG12023		
dmel-FBgn0051446	dana-FBgn0132928	dvir-FBgn0095549	dpse-FBgn0198133	dsec-FBgn0076271	dwil-FBgn0179111	dper-FBgn0213418	dyak-FBgn0150302	dsim-FBgn0241449	dere-FBgn0190543	dgri-FBgn0109166	dmoj-FBgn0125677
dmel-FBgn0051450	dana-FBgn0146401	dvir-FBgn0097708	dpse-FBgn0210338	dsec-FBgn0076274	dwil-FBgn0181188	dper-FBgn0213522	dyak-FBgn0159135	dsim-FBgn0241942	dere-FBgn0192321	dgri-FBgn0109667	dmoj-FBgn0122156
dmel-FBgn0051453	dana-FBgn0146403	dvir-FBgn0094737	dpse-FBgn0210339	dsec-FBgn0076276	dwil-FBgn0181189	dper-FBgn0213523	dyak-FBgn0159136	dsim-FBgn0241943	dere-FBgn0192322	dgri-FBgn0109668	dmoj-FBgn0122167
dmel-FBgn0051454	dana-FBgn0146640	dvir-FBgn0094263	dpse-FBgn0211095	dsec-FBgn0076146	dwil-FBgn0178603	dper-FBgn0213600	dyak-FBgn0242932	dsim-FBgn0242931	dere-FBgn0190069	dgri-FBgn0190068	dmoj-FBgn0103228
dmel-FBgn0051457	dana-FBgn0147297	dvir-FBgn0095048	dpse-FBgn0209746	dsec-FBgn0076278	dwil-FBgn0178455	dper-FBgn0214843	dyak-FBgn0151430	dsim-FBgn0241124	dere-FBgn0189929	dgri-FBgn0104747	dmoj-FBgn0131317
dmel-FBgn0051459	dana-FBgn0171121	dvir-FBgn0181715	dpse-FBgn0242689	dsec-FBgn0190817	dwil-FBgn0115662		dyak-GE25627	dsim-GD19315	dere-GG23516		
dmel-FBgn0051460	dana-FBgn0146643	dvir-FBgn0097768	dpse-FBgn0211098	dsec-FBgn0076279	dwil-FBgn0178606	dper-FBgn0213603	dyak-FBgn0159882	dsim-FBgn0242934	dere-FBgn0190071	dgri-FBgn0108718	dmoj-FBgn0124844
dmel-FBgn0051463	dana-FBgn0146907	dvir-FBgn0095356	dpse-FBgn0197810	dsec-FBgn0248621	dwil-FBgn0178584	dper-FBgn0213403	dyak-FBgn0161015	dsim-FBgn0242913	dere-FBgn0190056	dgri-FBgn0116718	dmoj-FBgn0130848
dmel-FBgn0051464	dana-FBgn0095355	dvir-FBgn0248620	dpse-FBgn0178582	dsec-FBgn0213402	dwil-FBgn0161014	dper-FBgn0242912	dyak-FBgn0190055	dsim-FBgn0116607	dere-GG24475		
dmel-FBgn0051465	dana-FBgn0144921	dvir-FBgn0095070	dpse-FBgn0211391	dsec-FBgn0076284	dwil-FBgn0272944	dper-FBgn0181236	dyak-FBgn0216239	dsim-FBgn0161392	dere-FBgn0228124	dgri-FBgn0192366	dmoj-FBgn0103393
dmel-FBgn0051467	dana-FBgn0094463	dvir-FBgn0181016	dpse-FBgn0181017	dsec-FBgn0241785	dwil-FBgn0241786	dper-FBgn0192181	dyak-FBgn0192180	dsim-FBgn0109505	dere-FBgn0109504		
dmel-FBgn0051469	dana-FBgn0147145	dvir-FBgn0095166	dpse-FBgn0201495	dsec-FBgn0076288	dwil-FBgn0180767	dper-FBgn0215073	dyak-FBgn0162038	dsim-FBgn0241536	dere-FBgn0191949	dgri-FBgn0109255	dmoj-FBgn0121523
dmel-FBgn0051472	dana-FBgn0146854	dvir-FBgn0093883	dpse-FBgn0198222	dsec-FBgn0248877	dwil-FBgn0165920	dper-FBgn0214035	dyak-FBgn0150064	dsim-FBgn0242037	dere-FBgn0229009	dgri-FBgn0191434	dmoj-FBgn0106469
dmel-FBgn0051473	dana-FBgn0146855	dvir-FBgn0095192	dpse-FBgn0198223	dsec-FBgn0076290	dwil-FBgn0165921	dper-FBgn0214036	dyak-FBgn0150065	dsim-FBgn0242038	dere-FBgn0229010	dgri-FBgn0191435	dmoj-FBgn0106480
dmel-FBgn0051475	dana-FBgn0146628	dvir-FBgn0093561	dpse-FBgn0211086	dsec-FBgn0076291	dwil-FBgn0181679	dper-FBgn0215809	dyak-FBgn0150242	dsim-FBgn0242651	dere-FBgn0190780	dgri-FBgn0115325	dmoj-FBgn0124835
dmel-FBgn0051477	dana-FBgn0178728	dvir-FBgn0190192		dsec-GM23863				dsim-GD18671			
dmel-FBgn0051481	dana-FBgn0147443	dvir-FBgn0094816	dpse-FBgn0211025	dsec-FBgn0243558	dwil-FBgn0165476	dper-FBgn0212842	dyak-FBgn0159638	dsim-FBgn0242884	dere-FBgn0191020	dgri-FBgn0102578	dmoj-FBgn0126949
dmel-FBgn0051482	dana-FBgn0095387	dvir-FBgn0197375	dpse-FBgn0197374	dsec-FBgn0076294	dwil-FBgn0165848	dper-FBgn0279440	dyak-FBgn0279290	dsim-FBgn0213589	dere-FBgn0159352	dgri-FBgn0228103	dmoj-FBgn0228102
dmel-FBgn0051493	dana-FBgn0094672	dvir-FBgn0076298	dpse-FBgn0165880	dsec-FBgn0150026	dwil-FBgn0242000	dper-FBgn0232629	dyak-FBgn0191397	dsim-FBgn0106115	dere-GG13852		
dmel-FBgn0051495	dana-FBgn0180760	dvir-FBgn0241530	dpse-FBgn0191943	dsec-GM25904			dyak-GE24412	dsim-GD20472			
dmel-FBgn0051496	dana-FBgn0146836	dvir-FBgn0094689	dpse-FBgn0198204	dsec-FBgn0076300	dwil-FBgn0165897	dper-FBgn0214019	dyak-FBgn0150044	dsim-FBgn0242017	dere-FBgn0228992	dgri-FBgn0191413	dmoj-FBgn0106270
dmel-FBgn0051501	dana-FBgn0145264	dvir-FBgn0094690	dpse-FBgn0197427	dsec-FBgn0165898	dwil-FBgn0242018	dper-FBgn0228993	dyak-FBgn0191414	dsim-FBgn0125134		dgri-GH17664	dmoj-GI22536
dmel-FBgn0051510	dana-FBgn0281735	dvir-FBgn0094118	dpse-FBgn0282252	dsec-FBgn0172657	dwil-FBgn0215891	dper-FBgn0158103	dyak-FBgn0228581	dsim-FBgn0189767	dere-FBgn0104576		dmoj-GI26998
dmel-FBgn0051515	dana-FBgn0095783	dvir-FBgn0178434	dpse-FBgn0241100	dsec-FBgn0189911	dwil-FBgn0108965		dyak-GE23958	dsim-GD18384	dere-GG16735		
dmel-FBgn0051516	dana-FBgn0147469	dvir-FBgn0094299	dpse-FBgn0201781	dsec-FBgn0076309	dwil-FBgn0165670	dper-FBgn0213031	dyak-FBgn0149947	dsim-FBgn0242448	dere-FBgn0191189	dgri-FBgn0104080	dmoj-GI24747
dmel-FBgn0051522	dana-FBgn0144799	dvir-FBgn0095524	dpse-FBgn0211202	dsec-FBgn0076313	dwil-FBgn0215759	dper-FBgn0159940	dyak-FBgn0242426	dsim-FBgn0191167	dere-FBgn0103840	dgri-FBgn0126000	dmoj-GI22070
dmel-FBgn0051523	dana-FBgn0144797	dvir-FBgn0095523	dpse-FBgn0211201	dsec-FBgn0076314	dwil-FBgn0165646	dper-FBgn0215757	dyak-FBgn0159939	dsim-FBgn0242424	dere-FBgn0191166	dgri-FBgn0103829	dmoj-FBgn0125999
dmel-FBgn0051524	dana-FBgn0100320	dvir-FBgn0250572	dpse-FBgn0248234	dsec-FBgn0167087	dwil-FBgn0167089	dper-FBgn0151072	dyak-FBgn0151077	dsim-FBgn0151076	dere-FBgn0240571	dgri-FBgn0240572	dmoj-FBgn0188569
dmel-FBgn0051525	dana-FBgn0095234	dvir-FBgn0076316	dpse-FBgn0165703	dsec-FBgn0215544	dwil-FBgn0235500	dper-FBgn0191221	dyak-FBgn0104705	dsim-GD19732	dere-GG12417		
dmel-FBgn0051526	dana-FBgn0189322							dsim-GD17774			
dmel-FBgn0051528	dana-FBgn0147068	dvir-FBgn0095233	dpse-FBgn0197710	dsec-FBgn0076318	dwil-FBgn0165701	dper-FBgn0215543	dyak-FBgn0159060	dsim-FBgn0242488	dere-FBgn0191219	dgri-FBgn0104694	dmoj-FBgn0126518
dmel-FBgn0051533	dana-FBgn0095797	dvir-FBgn0095798	dpse-FBgn0180732	dsec-FBgn0180731	dwil-FBgn0227934	dper-FBgn0227935	dyak-FBgn0191918	dsim-FBgn0191917	dere-FBgn0113622	dgri-FBgn0113616	
dmel-FBgn0051538	dana-FBgn0280497	dvir-FBgn0274548	dpse-FBgn0282351	dsec-FBgn0165595	dwil-FBgn0278667	dper-FBgn0242378	dyak-FBgn0270797	dsim-FBgn0103402	dere-GG11100		dmoj-GI25760
dmel-FBgn0051542	dana-FBgn0281837	dvir-FBgn0094265	dpse-FBgn0282255	dsec-FBgn0247729	dwil-FBgn0165748	dper-FBgn0213857	dyak-FBgn0159232	dsim-FBgn0242530	dere-FBgn0191268	dgri-FBgn0105036	dmoj-FBgn0125259
dmel-FBgn0051546	dana-FBgn0095675	dvir-FBgn0165553	dpse-FBgn0279381	dsec-FBgn0241287	dwil-FBgn0191088	dper-FBgn0103223	dyak-GE24153	dsim-GD19595	dere-GG10919		
dmel-FBgn0051547	dana-FBgn0147217	dvir-FBgn0094723	dpse-FBgn0211641	dsec-FBgn0076332	dwil-FBgn0165574	dper-FBgn0171469	dyak-FBgn0216029	dsim-FBgn0159753	dere-FBgn0242357	dgri-FBgn0191105	dmoj-FBgn0103289
dmel-FBgn0051548	dana-FBgn0145249	dvir-FBgn0095674	dpse-FBgn0197413	dsec-FBgn0197412	dwil-FBgn0076333	dper-FBgn0165552	dyak-FBgn0215374	dsim-FBgn0160611	dere-FBgn0241286	dgri-FBgn0103218	dmoj-FBgn0124987
dmel-FBgn0051549	dana-FBgn0133005	dvir-FBgn0093360	dpse-FBgn0093359	dsec-FBgn0198310	dwil-FBgn0198311	dper-FBgn0071502	dyak-FBgn0165772	dsim-FBgn0165771	dere-FBgn0215934	dgri-FBgn0215933	dmoj-FBgn0162100
dmel-FBgn0051550	dana-FBgn0145808	dvir-FBgn0094274	dpse-FBgn0209805	dsec-FBgn0262043	dwil-FBgn0165758	dper-FBgn0215262	dyak-FBgn0159260	dsim-FBgn0276327	dere-FBgn0242541	dgri-FBgn0105135	dmoj-FBgn0126066
dmel-FBgn0051551	dana-FBgn0248852	dvir-FBgn0165770	dpse-FBgn0155921	dsec-FBgn0228025	dwil-FBgn0191291	dper-FBgn0105234	dyak-GE10145	dsim-GD19802	dere-GG12961		
dmel-FBgn0051559	dana-FBgn0145905	dvir-FBgn0095644	dpse-FBgn0201702	dsec-FBgn0076339	dwil-FBgn0165511	dper-FBgn0216214	dyak-FBgn0161071	dsim-FBgn0241251	dere-FBgn0191052	dgri-FBgn0278460	dmoj-FBgn0121760
dmel-FBgn0051560	dana-FBgn0274097	dvir-FBgn0076341	dpse-FBgn0165826	dsec-FBgn0228079	dwil-FBgn0191342	dper-FBgn0277796	dyak-GE10203	dsim-GD19853	dere-GG26491		
dmel-FBgn0051561	dana-FBgn0147128	dvir-FBgn0093409	dpse-FBgn0201479	dsec-FBgn0076342	dwil-FBgn0165825	dper-FBgn0215057	dyak-FBgn0161660	dsim-FBgn0191348	dere-FBgn0105520	dgri-FBgn0121509	dmoj-GI24405
dmel-FBgn0051601	dana-FBgn0100758	dvir-FBgn0203443	dpse-FBgn0171037	dsec-FBgn0193046	dwil-FBgn0113650	dper-FBgn0118763		dsim-GD21622	dere-GG21471	dgri-GH11283	
dmel-FBgn0051606	dana-FBgn0274725	dvir-FBgn0171678	dpse-FBgn0236128	dsec-FBgn0194885	dwil-FBgn0102824		dyak-GE18736	dsim-GD23506	dere-GG10516		
dmel-FBgn0051609	dana-FBgn0140205	dvir-FBgn0099700	dpse-FBgn0201625	dsec-FBgn0244020	dwil-FBgn0172310	dper-FBgn0217070	dyak-FBgn0150488	dsim-FBgn0236209	dere-FBgn0194964	dgri-FBgn0117452	dmoj-FBgn0120740
dmel-FBgn0051611	dana-FBgn0241376	dvir-FBgn0275775	dpse-FBgn0232081	dsec-FBgn0190477	dwil-FBgn0184301	dper-FBgn0269028	dyak-FBgn0109094	dsim-FBgn0277979	dere-FBgn0131823	dgri-FBgn0117674	dmoj-FBgn0140420
dmel-FBgn0051612	dana-FBgn0147329	dvir-FBgn0100867	dpse-FBgn0203578	dsec-FBgn0076352	dwil-FBgn0171043	dper-FBgn0220703	dyak-FBgn0163707	dsim-FBgn0230691	dere-FBgn0193054	dgri-FBgn0113657	dmoj-FBgn0120363
dmel-FBgn0051613	dana-FBgn0147577	dvir-FBgn0139730	dpse-FBgn0144605	dsec-FBgn0135470	dwil-FBgn0134019	dper-FBgn0146168	dyak-FBgn0139997	dsim-FBgn0139639	dere-FBgn0146172	dgri-FBgn0132806	dmoj-FBgn0137630
dmel-FBgn0051617	dana-FBgn0280327	dvir-FBgn0280396	dpse-FBgn0280360	dsec-FBgn0280891	dwil-FBgn0281436	dper-FBgn0281774	dyak-FBgn0281767	dsim-FBgn0280295	dere-FBgn0280816	dgri-FBgn0281384	dmoj-FBgn0280638
dmel-FBgn0051618	dana-FBgn0146170	dvir-FBgn0139998	dpse-FBgn0137275	dsec-FBgn0139638	dwil-FBgn0146165	dper-FBgn0146171	dyak-FBgn0146167	dsim-FBgn0144606	dere-FBgn0147598	dgri-FBgn0139996	dmoj-FBgn0139994
dmel-FBgn0051619	dana-FBgn0140187	dvir-FBgn0092514	dpse-FBgn0201457	dsec-FBgn0076353	dwil-FBgn0171058	dper-FBgn0226104	dyak-FBgn0163543	dsim-FBgn0230639	dere-FBgn0195677	dgri-FBgn0195678	dmoj-FBgn0113522
dmel-FBgn0051624	dana-FBgn0140734	dvir-FBgn0092175	dpse-FBgn0206734	dsec-FBgn0076611	dwil-FBgn0178133	dper-FBgn0176920	dyak-FBgn0217197	dsim-FBgn0223101	dere-FBgn0163440	dgri-FBgn0085070	dmoj-FBgn0083453
dmel-FBgn0051626	dana-FBgn0091344	dvir-FBgn0230700	dpse-FBgn0269064	dsec-FBgn0113690	dwil-FBgn0118511		dyak-GE12991	dsim-GD27774	dere-GG21511	dgri-GH11030	
dmel-FBgn0051627	dana-FBgn0144622	dvir-FBgn0091771	dpse-FBgn0204981	dsec-FBgn0076360	dwil-FBgn0178265	dper-FBgn0163480	dyak-FBgn0230618	dsim-FBgn0195655	dere-FBgn0113466	dgri-FBgn0118741	dmoj-GI21893
dmel-FBgn0051632	dana-FBgn0146708	dvir-FBgn0092455	dpse-FBgn0208401	dsec-FBgn0076363	dwil-FBgn0171139	dper-FBgn0226203	dyak-FBgn0163770	dsim-FBgn0231766	dere-FBgn0194816	dgri-FBgn0102746	dmoj-FBgn0121191
dmel-FBgn0051633	dana-FBgn0139652	dvir-FBgn0139344	dpse-FBgn0280316	dsec-FBgn0097952	dwil-FBgn0092469	dper-FBgn0204350	dyak-FBgn0076364	dsim-FBgn0168974	dere-FBgn0163788	dgri-FBgn0068338	dmoj-FBgn0193960
dmel-FBgn0051634	dana-FBgn0146972	dvir-FBgn0092471	dpse-FBgn0208628	dsec-FBgn0076365	dwil-FBgn0168996	dper-FBgn0226732	dyak-FBgn0163790	dsim-FBgn0235842	dere-FBgn0193962	dgri-FBgn0115747	dmoj-FBgn0121059
dmel-FBgn0051635	dana-FBgn0146939	dvir-FBgn0092470	dpse-FBgn0208611	dsec-FBgn0273374	dwil-FBgn0076366	dper-FBgn0168985	dyak-FBgn0226730	dsim-FBgn0163789	dere-FBgn0235841	dgri-FBgn0193961	dmoj-FBgn0115746
dmel-FBgn0051636	dana-FBgn0146928	dvir-FBgn0092467	dpse-FBgn0208600	dsec-FBgn0076367	dwil-FBgn0168963	dper-FBgn0220276	dyak-FBgn0163787	dsim-FBgn0235840	dere-FBgn0193959	dgri-FBgn0115743	dmoj-FBgn0121057
dmel-FBgn0051637	dana-FBgn0136415	dvir-FBgn0091196	dpse-FBgn0205497	dsec-FBgn0076368	dwil-FBgn0173541	dper-FBgn0220725	dyak-FBgn0163259	dsim-FBgn0231575	dere-FBgn0194801	dgri-FBgn0102727	dmoj-FBgn0121130
dmel-FBgn0051638	dana-FBgn0136393	dvir-FBgn0091194	dpse-FBgn0205495	dsec-FBgn0246765	dwil-FBgn0173539	dper-FBgn0220723	dyak-FBgn0163257	dsim-FBgn0231555	dere-FBgn0194798	dgri-FBgn0102725	dmoj-FBgn0121127
dmel-FBgn0051642	dana-FBgn0280564	dvir-FBgn0274936	dpse-FBgn0282757	dsec-FBgn0076374	dwil-FBgn0278716	dper-FBgn0275467	dyak-FBgn0270014	dsim-FBgn0278459	dere-GG27154		dmoj-GI25827
dmel-FBgn0051643	dana-FBgn0140048	dvir-FBgn0091522	dpse-FBgn0202910	dsec-FBgn0076375	dwil-FBgn0173498	dper-FBgn0216721	dyak-FBgn0156652	dsim-FBgn0242883	dere-FBgn0194764	dgri-FBgn0116058	dmoj-FBgn0118274
dmel-FBgn0051644	dana-FBgn0136136	dvir-FBgn0091327	dpse-FBgn0199271	dsec-FBgn0076376	dwil-FBgn0172902	dper-FBgn0221062	dyak-FBgn0156712	dsim-FBgn0236345	dere-FBgn0194027	dgri-FBgn0116412	dmoj-FBgn0118406
dmel-FBgn0051646	dana-FBgn0134004	dvir-FBgn0091337	dpse-FBgn0199582	dsec-FBgn0250357	dwil-FBgn0172914	dper-FBgn0217433	dyak-FBgn0164222	dsim-FBgn0236353	dere-FBgn0194037	dgri-FBgn0116421	dmoj-FBgn0118178
dmel-FBgn0051648	dana-FBgn0280852	dvir-FBgn0275189	dpse-FBgn0283331	dsec-FBgn0076379	dwil-FBgn0278753	dper-FBgn0277272	dyak-FBgn0194734	dsim-FBgn0278466	dere-GG27161		dmoj-GI26115
dmel-FBgn0051658	dana-FBgn0141988	dvir-FBgn0089791	dpse-FBgn0207466	dsec-FBgn0246211	dwil-FBgn0174675	dper-FBgn0171680	dyak-FBgn0223816	dsim-FBgn0155042	dere-FBgn0231439	dgri-FBgn0234561	dmoj-FBgn0196579
dmel-FBgn0051659	dana-FBgn0281250	dvir-FBgn0096693	dpse-FBgn0282489	dsec-FBgn0198070	dwil-FBgn0076387	dper-FBgn0171525	dyak-FBgn0216954	dsim-FBgn0152452	dere-FBgn0233192	dgri-FBgn0194305	dmoj-FBgn0116726
dmel-FBgn0051660	dana-FBgn0140848	dvir-FBgn0100523	dpse-FBgn0203479	dsec-FBgn0076389	dwil-FBgn0173404	dper-FBgn0226428	dyak-FBgn0156240	dsim-FBgn0235738	dere-FBgn0194691	dgri-FBgn0117153	dmoj-FBgn0120705
dmel-FBgn0051661	dana-FBgn0092220	dvir-FBgn0076390	dpse-FBgn0171735	dsec-FBgn0221044	dwil-FBgn0217202	dper-FBgn0279615	dyak-FBgn0153320	dsim-FBgn0235068	dere-FBgn0194491	dgri-FBgn0116926	
dmel-FBgn0051663	dana-FBgn0136481	dvir-FBgn0092893	dpse-FBgn0204613	dsec-FBgn0076392	dwil-FBgn0171496	dper-FBgn0217560	dyak-FBgn0156065	dsim-FBgn0232916	dere-FBgn0194281	dgri-FBgn0116701	dmoj-FBgn0132475
dmel-FBgn0051664	dana-FBgn0171498	dvir-FBgn0232936	dpse-FBgn0194284	dsec-FBgn0116703			dyak-GE15356	dsim-GD22890	dere-GG24571		
dmel-FBgn0051665	dana-FBgn0140021	dvir-FBgn0091038	dpse-FBgn0209935	dsec-FBgn0076393	dwil-FBgn0171748	dper-FBgn0216573	dyak-FBgn0157260	dsim-FBgn0235203	dere-FBgn0194507	dgri-FBgn0116943	dmoj-FBgn0132659
dmel-FBgn0051673	dana-FBgn0281631	dvir-FBgn0097924	dpse-FBgn0210761	dsec-FBgn0076399	dwil-FBgn0217441	dper-FBgn0156125	dyak-FBgn0230100	dsim-FBgn0195632	dere-FBgn0113437	dgri-FBgn0118069	dmoj-GI26894
dmel-FBgn0051674	dana-FBgn0097935	dvir-FBgn0178243	dpse-FBgn0068336	dsec-FBgn0195634	dwil-FBgn0113438		dyak-GE12352	dsim-GD24286	dere-GG21258		
dmel-FBgn0051675	dana-FBgn0145947	dvir-FBgn0098002	dpse-FBgn0210815	dsec-FBgn0076401	dwil-FBgn0178250	dper-FBgn0217450	dyak-FBgn0156131	dsim-FBgn0230603	dere-FBgn0195639	dgri-FBgn0113444	dmoj-FBgn0103282
dmel-FBgn0051676	dana-FBgn0145903	dvir-FBgn0097946	dpse-FBgn0210772	dsec-FBgn0247048	dwil-FBgn0178244	dper-FBgn0217444	dyak-FBgn0156126	dsim-FBgn0230598	dere-FBgn0195635	dgri-FBgn0113439	dmoj-FBgn0118070
dmel-FBgn0051677	dana-FBgn0174457	dvir-FBgn0235527	dpse-FBgn0189347	dsec-FBgn0108784			dyak-GE18093	dsim-GD17799	dere-GG16554		
dmel-FBgn0051678	dana-FBgn0142379	dvir-FBgn0091582	dpse-FBgn0204601	dsec-FBgn0247400	dwil-FBgn0178183	dper-FBgn0217097	dyak-FBgn0157198	dsim-FBgn0231215	dere-FBgn0193113	dgri-FBgn0113738	dmoj-FBgn0118332
dmel-FBgn0051679	dana-FBgn0140786	dvir-FBgn0092319	dpse-FBgn0209471	dsec-FBgn0243743	dwil-FBgn0243767	dper-FBgn0173157	dyak-FBgn0216998	dsim-FBgn0164586	dere-FBgn0153987	dgri-FBgn0232767	dmoj-FBgn0194250
dmel-FBgn0051680	dana-FBgn0280544	dvir-FBgn0178224	dpse-FBgn0270541	dsec-GM23357				dsim-GD29251			dmoj-GI25807
dmel-FBgn0051681	dana-FBgn0141092	dvir-FBgn0141093	dpse-FBgn0092311	dsec-FBgn0208693	dwil-FBgn0232730	dper-FBgn0189372	dyak-FBgn0116665	dsim-FBgn0128432	dere-GG24533	dgri-GH20970	dmoj-GI18353; GI18354
dmel-FBgn0051682	dana-FBgn0139937	dvir-FBgn0092317	dpse-FBgn0209449	dsec-FBgn0173155	dwil-FBgn0217153	dper-FBgn0232761	dyak-FBgn0194248	dsim-FBgn0116672	dere-FBgn0121267	dgri-FBgn0120448	dmoj-GI17193
dmel-FBgn0051683	dana-FBgn0140693	dvir-FBgn0091801	dpse-FBgn0204893	dsec-FBgn0075128	dwil-FBgn0178192	dper-FBgn0220117	dyak-FBgn0163993	dsim-FBgn0230322	dere-FBgn0193125	dgri-FBgn0113748	dmoj-FBgn0119131
dmel-FBgn0051687	dana-FBgn0144932	dvir-FBgn0092145	dpse-FBgn0207214	dsec-FBgn0250350	dwil-FBgn0178216	dper-FBgn0220266	dyak-FBgn0164191	dsim-FBgn0230995	dere-FBgn0195607	dgri-FBgn0113414	dmoj-FBgn0117615
dmel-FBgn0051690	dana-FBgn0140616	dvir-FBgn0090913	dpse-FBgn0204547	dsec-FBgn0076414	dwil-FBgn0173264	dper-FBgn0226533	dyak-FBgn0164157	dsim-FBgn0235605	dere-FBgn0194561	dgri-FBgn0130843	dmoj-FBgn0118644
dmel-FBgn0051693	dana-FBgn0171068	dvir-FBgn0230647	dpse-FBgn0195687	dsec-FBgn0113531			dyak-GE12933	dsim-GD24340	dere-GG21352		
dmel-FBgn0051694	dana-FBgn0140314	dvir-FBgn0091936	dpse-FBgn0205080	dsec-FBgn0076416	dwil-FBgn0173093	dper-FBgn0226708	dyak-FBgn0164291	dsim-FBgn0232575	dere-FBgn0194187	dgri-FBgn0116611	dmoj-FBgn0118533
dmel-FBgn0051697	dana-FBgn0281795	dvir-FBgn0274552	dpse-FBgn0282524	dsec-FBgn0282203	dwil-FBgn0271080	dper-FBgn0279092	dyak-FBgn0275468	dsim-FBgn0268209	dere-FBgn0277555		dmoj-GI27058
dmel-FBgn0051698	dana-FBgn0076419	dvir-FBgn0173068	dpse-FBgn0221015	dsec-FBgn0164112	dwil-FBgn0232519	dper-FBgn0194165	dyak-FBgn0116587	dsim-GD22771	dere-GG24455		
dmel-FBgn0051702	dana-FBgn0140453	dvir-FBgn0098518	dpse-FBgn0282023	dsec-FBgn0244640	dwil-FBgn0076421	dper-FBgn0171071	dyak-FBgn0220717	dsim-FBgn0163250	dere-FBgn0230651	dgri-FBgn0195691	dmoj-FBgn0113537
dmel-FBgn0051703	dana-FBgn0140453	dvir-FBgn0098518	dpse-FBgn0282023	dsec-FBgn0244640	dwil-FBgn0076421	dper-FBgn0171071	dyak-FBgn0220717	dsim-FBgn0163250	dere-FBgn0230651	dgri-FBgn0195691	dmoj-FBgn0113537
dmel-FBgn0051704	dana-FBgn0281286	dvir-FBgn0181455	dpse-FBgn0275933	dsec-FBgn0235953			dyak-GE27778; GE18543				dmoj-GI26549
